,content,predicted,ground,star,item,brand
13293,"Sản phẩm tốt hơn mong đợi, camera sắc nét, lướt cảm ứng mượt mà, mà giá thành lại rẻ thật đáng mua!",1,1,5,itel-s12,itel
13294,"Cấu hình OK với giá ,pin khá tốt, thiết kế đep. Camera với mình thấy ổn . Được thiết kế kim loại nữa thì tuyệt vời",1,1,4,oppo-a83,oppo
13295,Pin tụt hơi nhanh so với kỳ vọng. Android thuần mượt ít tùy biến đc. Mức giá thì tốt. Hoàn thiện rất tốt. Cho 3 sao hoy,1,1,3,nokia-6-new-64gb,nokia
13296,"Mượt, phiên bản gold rất sang, nhân viên tại Tgdd tại Nha Trang lại tư vấn nhiệt tình",1,1,5,iphone-xs,iphone
13297,"tui nói thiệt mua gần 1 tuần lễ về dùng thử là biết mua lầm...không bằng 1 cái góc của iphone và samsung,mạng thì chập chờn,mở lên nổi h+ xong tắt,rồi 10s sau mới khởi động được internet,đang chơi game thì lúc quan trọng thì bị tắt mất dữ liệu,không hiểu chuyện gì xảy ra?camera thi mờ,F7 CAM16. mà khác 1 trời 1 vực",0,0,1,oppo-a7-32gb,oppo
13298,Mới mua Lần đầu mua Phải dùng và cảm nhận và cập nhật phiên bản mới nhất 3 lần là được Phải nói thực tế mới chuẩn được Nói chung dùng được... 4 tháng sử dụng Ok,1,1,3,oppo-reno,oppo
13299,"Máy mua dc 1 tuần gọi k nghe dc, ứng dụng zalo gọi thì bị vang. Có được đổi lại không ạ?",0,0,1,samsung-galaxy-a10s,samsung
13300,Xài đc một tuần r cũng êm lấy ạ game nặng như PUBG mà cài max settings vẫn ko giật lắc pin cũng trâu chưa thấy bị tụt pin tiếc là vẫn chưa có ốp lưng .nhân viên phục nhiệt tình🤗,1,1,5,vsmart-active-1-plus-hong,vsmart
13301,Dùng tạm ổn nhưng lý do tại sao khi khóa rồi bấm nút nào cũng sáng được màn hình,1,1,5,nokia-105-2019,nokia
13302,Màn hình nhỏ bin kém . Hiệu năng tệ . Sp không tốt nói chung không nên mua và không tốt . Rất hối hận,0,0,1,nokia-105-single-sim,nokia
13303,Mọi người dùng s10 có bị như t ko lắm lúc vân tay ko hiển thị lên để mở khóa .. phải bật sáng màn hình lên ms mở đc...,1,1,4,samsung-galaxy-s10,samsung
13304,Thiết bị mỏng camera ảo chụp hình rất đẹp chơi game quá sạc pin rất nhanh khiết kế đẹp.,1,1,5,oppo-f5,oppo
13305,"Sau 1 tháng hơn sử dụng máy nhiều lỗi vặt chụp hình xấu số với cùng tầm giá,chơi liên quân ở thiết lập thấp nhất vẫn giật lắc, cảm thấy thua với các máy vivo Oppo cùng giá",1,1,2,nokia-51-plus,nokia
13306,"Sau 1 tháng sử dụng điện thoại mau ht pin, đứng máy, hút 4g kém lắm ạ... Vì vậy nên cho 3 sao thui",0,0,3,realme-2-pro,realme
13307,"Mình mới mua hôm qua, sản phẩm cũng được trong tầm giá, sóng thua con f11 pro đang dùng, màn hình cũng k đẹp bằng, dòng này chưa phải dòng cao cấp , nói chung dùng với công việc bình thường cũng được, pin chưa test được đang sạc lần đầu chưa đầy",1,1,3,oppo-a9,oppo
13308,Tốt nhất trong tầm giá. Đã mua 2690 đag use thấy tuyệt vời. Cần thêm nhiều nhà đầu tư Việt tần cỡ như Còn..,1,1,4,vsmart-joy-1-plus,vsmart
13309,Máy dùng 4 tháng vẩn rất ngon. Tuy nhiên Sau cập nhật android 9.1 thì xuất hiện 1 số lỗi chưa khắc phục. 1 là khi bật appassistain chọn tăng tốc game + không làm phiền khi chơi game sẽ khoing thể vào game ( đã liên hệ huawei nhưng chưa được phản hồi ). 2 là giao diện khi kéo thanh công cụ xuống là màu trắng ( việc này khiến máy tốn pin hơn và 1 số người ví dụ như tôi chỉ thích màu đen ) thay vì màu đen. 3 là ứng dụng được cài đặc hình vuông nhưng nhìn như cứ bị méo méo chứ không phải vông bình thường và không thể trả lại hình tròn như bản 9.0 Và kết là tôi khá khó chịu với android 9.1,0,0,4,huawei-y9-2019,huawei
13310,"Tui thích nhất quét bằng võng mạc, quá chính xác luôn. Cụm camera hơi lồi nhưng may là hãng thiết kế nhìn đẹp, ảnh chụp rất nét, miễn chê. Tiếc là kho ứng dụng ít quá.",1,1,4,microsoft-lumia-950-xl,microsoft
13311,"Máy này mà lướt web, xem phim, chơi game thì quá đã. Không có gì để chê cả. nhưng lưu chưa được nhiều game vì bộ nhớ hạn chế tí.",1,1,5,iphone-6-plus-16gb,iphone
13312,"Màn hình rõ ràng sắc nét, mua cho Ba có tuổi rồi, nhưng vẫn nhìn và sử dụng tốt sản phẩm.",1,1,5,nokia-230-khong-the,nokia
13313,"so với con xiaomi k20 còn thua xa,thua đủ mọi mặt máy ảnh thua xa,chíp 710 so với chíp 730 của k20 thì hít khói,giá lại cao gần gấp đôi",0,0,1,oppo-reno,oppo
13314,"Sản phẩm đẹp, máy xài khá ok, vừa tầm tiền, tư vấn nhiệt tình, 5*, cập nhật nhiều chương trình giảm giá",1,1,5,vivo-y71,vivo
13315,"May su dung tot ,pin dien thoai trau ,moi thu dieu hoan hao de nghe va goi ,dmx nga 3 tan duc ,nhan vien than thien ,nhiet tinh,toi luon ung ho Dmx",1,1,5,nokia-106-2018,nokia
13316,Máy dùng tốt.pin khỏe.loa nghệ gọi rõ ràng.. nhược điểm là màn có tí ẩm ướt là vuốt không được... và ramb 2gb cũng hơi ít.. nói chung là OK .... nếu lên Android 8.1 mà máy không bị lag là ok,1,1,5,nokia-5,nokia
13317,màu sắc đẹp bàn phim êm camera tương đối cũng dc loa nghe gọi to rõ rất ngon hihi nói chung là ok lắm giá tiền lại tương đối sản phẩm lại sang trọng mình rất thích vì mới mua được 1 nokia 216 màu xanh ngọc về và đã trải nghiệm ok lắm,1,1,5,nokia-216,nokia
13318,Bá đạo trong phân khúc dưới 11 triệu.. cấu hình khủng nhất r.. Ko có con nào tốt hơn,1,1,5,xiaomi-mi-6,xiaomi
13319,Mua đc 3 ngày ... Sd thấy rất OK ...nói chung ổn ... hợp túi tiền... Cảm biến vân tay rất nhạy...,1,1,4,xiaomi-redmi-note-7,xiaomi
13320,Chức năng ghi m.hình sao không có tiếng ạ mấy em mới vừa mua tối qua còn tất cả thì ok,1,1,3,oppo-f11-pro,oppo
13321,"Cảm giác máy còn hơi nóng. Update mới vân tay rất nhạy. Camera chụp rất tuyệt vời, chụp được nhiều góc độ.",1,1,5,samsung-galaxy-s10,samsung
13322,"Mua v11 cái gì cũng được nhưng cực kỳ hao pin. Mình sạc đầy lúc 11h30 trưa, online zalo, fb tầm nửa tiếng rồi ngủ. Chiều làm rồi tới nhà là 5h30. Mình mới online tới hơn 21h cùng ngày mà chỉ còn chưa tới 30%. Thất vọng lắm luôn. Mới mua có 4 ngày thôi. K chơi game gì mà hao pin kinh khủng. Không nghĩ ĐT gần 9tr mà chất lượng pin tệ z",0,0,2,vivo-v11,vivo
13323,"Máy hình thức ok.nhưng mà khi đang sạc không thể xem phim vào youtube dc,vì máy sẽ báo không đủ nguồn cần tắt đi để sạc,đồng thời đang sạc nhưng pin vẫn xuống nếu bạn xem phim vào youtube.nói chung pin ko ổn,dùng ức chế.",0,0,2,huawei-p9,huawei
13324,"sản phẩm dùng ổn, tgdd lãnh binh thăng q11 bạn Băng phục vụ hỗ trợ nhiệt tình chu đáo. Mọi người ai cũng thân thiện. Cám ơn tgdd",1,1,5,oppo-a39,oppo
13325,"Mới dùng đc 6 ngày, đánh giá pin ở mức trung bình, chế độ chờ ko làm gì cũng khá hao pin, sóng wifi kém hơn các đt sam sung khác kể cả tầm trung, đợi cập nhật phần mềm xem tn,",0,0,4,samsung-galaxy-s10-plus,samsung
13326,"Sản phẩm tốt, dễ sử dụng , nhỏ gọn, mức giá hợp lý, nói chung là rất hài lòng",1,1,5,mobell-m789,mobell
13327,Màn hình hd hơi kém fullhd thì oke. nói chung là tạm được nhân viên phục vụ cũng nhiệt tình vui tính,1,1,4,samsung-galaxy-j7-2016,samsung
13328,Bin khỏe cảm biến vân tay quá kém rất bực mình bắt sóng mạng rất kém cứ bị mất kết nối phải tắt nguồn rồi khởi động lại,0,0,1,samsung-galaxy-a50,samsung
13329,Pin dùng rất nhanh hết . Xài wifi thì ok nhưng xài 3g hay 4g thì lại khá yếu. Nóng máy nhưng cũng ok. Được cái nhân viên nhiệt tình 😊😊,1,1,3,samsung-galaxy-a8-2018,samsung
13330,Pin khỏe camera sau sai số chấm 13. Mà ko nét lắm Cảm ứng cứ chậm chậm sao ý còn chơi game phê lòi đáng mua,0,0,4,oppo-a39,oppo
13331,"Tầm giá này dùng ok rồi các bác ạ. Dùng để lướt mạng xã hội xem phim khá là ngon ,pin cũng ok rồi con này ram thấp chip cũ nên mới có giá đấy còn các bác có nhu cầu cao hơn thì quất con giá cao hơn là ok.hihi",1,1,5,samsung-galaxy-j4-core,samsung
13332,Nói chung tầm giá này là OK rùi.mỗi tội chân sạc phải dùng riêng.ánh sáng màn hình hơi yếu.,1,1,5,vsmart-joy-2-plus-2gb,vsmart
13333,"Kiểu dáng đẹp, nhìn sang trọng. Rất phù hợp với những người có bàn tay nhỏ như mình. Dùng iphone chạy mượt khỏi bàn. Cấu hình 2-3 năm nữa dùng vẫn ok",1,1,5,iphone-8-64gb,iphone
13334,Máy thiết kế đẹp .pin trâu. Chụp ảnh đẹp . Nhân viên tggdt chu đáo nhiệt tình . Rất hài lòng về sản phẩm,1,1,5,oppo-f7,oppo
13335,"máy nhỏ gọn, giá lại rẻ phù hợp với công nhân như mình. Dùng ứng dụng khá mượt, nghe nhạc tốt. Rất ưng ý về sản phẩm.",1,1,5,samsung-galaxy-j1-mini,samsung
13336,Sản phẩm F5 youth cấu hình rất ok với nhiều tính năng thông minh chỉ oppo mới có. Kiểu dáng cũng khá đẹp và dễ sử dụng,1,1,5,oppo-f5-youth,oppo
13337,Sử dụng rất ok face id tiện lợi vô cùng chỉ hơi bất tiên khi đeo khẩu trang và cử chỉ mới khi sủ dụng rất thân thiện.,1,1,5,iphone-x-64gb,iphone
13338,"Khá hài lòng về chất lượng sản phẩm này, với số tiền này không mong muốn gì hơn.",1,1,4,huawei-y9-prime-2019,huawei
13339,Đây là chiếc ĐT tui hài lòng nhất từ trước tới nay!!,1,1,5,samsung-galaxy-note-10-plus,samsung
13340,"máy có thiết kế trẻ trung , sành điệu theo xu hướng hiện nay của các hãng . Đặc biệt giá quá cạnh tranh",1,1,5,coolpad-n5,coolpad
13341,Nói gì chứ đang chơi lq mà có đứa nó in 1 cái là đơ cả máy mua mới đc 1 tuần có lúc đơ cả máy fqs chs game tuột xuốg 0 cay khỏi động lại nhiều lần mà vẫn bị,0,0,1,xiaomi-redmi-7-16gb,xiaomi
13342,"Tôi đã đặt nhiều thiết bị điện tử, tại thế giới di động, nhân viên chu đáo và nhiệt tình, cảm ơn thế giới Di Động, thế giới Di Động làm việc quá chật hết chê OK..",1,1,5,xiaomi-redmi-note-6-pro-32gb,xiaomi
13343,Sản phẩm tốt hơn oppo 11 thường nhiều với lại tôi đã dùng rồi tôi biết rõ sản phẩm rất nên mua,1,1,5,oppo-f11-pro,oppo
13344,Blackberry thì khỏi bàn nha.bảo mật hàng đầu. Chất lượng thì khỏi chê. Camera thì quá đẹp. Nên mua và mua gấp nha.kẻo hết hàng.,1,1,5,blackberry-evolve,blackberry
13345,"Mình mới mua a83 thiết kế đẹp, pin khỏe, các thao tác mượt mà. Nhân viên TGDD TX phú thọ rất nhiệt tình. Màu vàng đồng đẹp lắm nhé!",1,1,5,oppo-a83,oppo
13346,Quá tuyệt vời sử dụng thoái mái camera sắc nét chơi game đúng đã xem phim màu tuyệt vời,1,1,5,samsung-galaxy-e7,samsung
13347,"Sản phẩm pin khỏe dùng cả ngày không hết, cầu hình cũng khỏe chơi game ko bị lag",1,1,5,samsung-galaxy-j7-plus,samsung
13348,"máy dùng ngon , có 1 lỗi là đang nghe nhạc hoặc xem phim mà có hàng loạt thông báo đến là loa nó nhỏ tí lại bật max âm lượng lên vẫn nhỏ",1,1,4,oppo-mirror-5,oppo
13349,"Pin mình mua sạc luôn được tuần rồi,ko dùng nhiều nên vẫn còn gần nửa ;) sản phẩm giá rẻ tuyệt vời",1,1,5,itel-it2123,itel
13350,"Tốt về mọi thứ, nhưng không hài lòng về pin, máy có lúc còn hơi chậm, chơi game online thường giật. Cam trước tốt, cam sau hơi xấu khi chụp đêm Tóm lại điện thoại gần 3 triệu thế là được rồi",1,1,4,huawei-y5-2017,huawei
13351,"Mấy sử đung tốt pin dùng được một ngay sắc không thấy nóng, nói chung trong tâm già 3.090.000 đ là ổn",1,1,5,nokia-5,nokia
13352,Iphone 6 dùng rất ok đã mua được 4 tháng mà chưa hề hấn gì nhân viên phục vụ rất nhiệt sẽ quay lại lần sau.,1,1,4,iphone-6-32gb-gold,iphone
13353,Máy hơi nóng thôi sài cũng tạm được... hi vọng có note7 nhỉ heheh chưa ...bị thu hồi buồn quá đi ..bao giờ có S8 phải rước em nó mới dc,1,1,5,samsung-galaxy-note-3-neo,samsung
13354,Mới mua 1 tuần ...Thiết kế khá đẹp trong tầm giá.. Ít chơi game nên Pin 3500 cũng khá đủ cho 1 ngày.. Hiệu năng ổn định.. Nhân viên ĐMX eakar rất nhiệt tình.. Làm việc nhanh gọn,1,1,4,realme-2-pro-4gb-64gb,realme
13355,"loa nghe to, âm thanh nghe rõ. thiết kế nhìn sang. cảm ứng nhạy, lúc mua tới giờ chưa thấy tình trạng giật hay lag.",1,1,5,mobell-nova-i7,mobell
13356,Máy này quả là ngoài sức mong đợi pin quá trâu mua dùng để phát wifi cho ip tôi mượt k bị giật lag j màn hình hiển thị đẹp so với cùng tầm giá tiền ae nên dùng con này làm máy phụ,1,1,5,itel-a13,itel
13357,"Máy đẹp ,dùng tốt ,rất mượt camera chụp ảnh thì khỏi chê ,rất đẹp .Đã mua gần 2 tháng ,máy xài ngon .Nhân viên thế giới di động phục vụ rất nhiệt tình ,vui vẽ .",1,1,5,oppo-f1s-2017,oppo
13358,"Máy thiết kế rất đẹp, cấu hình vừa. Như tôi dùng cơ bản quá tốt.chụp hình đẹp, nên mua, vừa túi tiền.",1,1,5,mobell-nova-f7-pro,mobell
13359,"Mình mới mua 1 ngày nhưng sd thấy rất tốt. Pin sạc cũng lên nhanh. Mình k để ý kĩ nhưng tầm hơn 2 tiếnng là đầu nhưng sử dụng đc rất lâu. Kể cả chs ff hơn 1 tiếng xuống có 10%. Ảnh sf dùng cam thường mình thấy hơi ảo,k nhìn thấy mụn hay vết thâm gì luôn. Mình thì thích chụp cam thường nên khi sf nv mình k thích bằng cái neo 9 trc mình dùng(quan điểm cá nhân). Còn khi dùng app chụp hình thì max nét max đẹp luôn. Cam sau thì có nh chế độ chụp rất đẹp như hình dưới đây",1,1,5,huawei-y9-2019,huawei
13360,Tôi đã mua điện thoại Note 8. Theo đánh giá nó kém hơn điện thoại tàu. Lần 1 loa rè. Lần 2 nút Power độ nảy kém. Chắc lại đổi lần 3.,0,0,1,samsung-galaxy-note8,samsung
13361,hôm qua mới ra tgdd mua một cái realme c1 về dùng mà đã bị lỗi nhà sản xuất lắp xim không có sóng không thể gọi được và đang chờ đổi máy khác ... 'mua cho mẹ dùng,0,0,1,realme-c1,realme
13362,Tôi đã sử dụng sản phẩm từ những ngày đầu tiên. Và tới bây giờ sản phẩm vẫn rất tuyệt vời.,1,1,5,samsung-galaxy-note-5,samsung
13363,"máy có thiết kế đẹp sang trọng, pin sử dụng rất ok, màn hình rộng có thể xem phim chơi game rất thích, cảm ứng nhanh rất mượt",1,1,5,iphone-xs-max,iphone
13364,Cam tốt . Chạy ứng dụng mượt mà . GPS và thu âm tốt không đến nỗi tệ như các bài Reveiw trên Youtube . Hạ 1 sao vì cập nhật lên MIUI 10 pin sụt khá nhanh,1,1,4,xiaomi-mi-8,xiaomi
13365,"Sản phẩm màn hình lớn , thao tác mượt mà , giá cả phải chăng tôi rất hài lòng với sản phẩm này",1,1,4,samsung-galaxy-j4,samsung
13366,Mới lấy đc 3 tháng máy chạy rất mượt mà pin trâu chơi game không giật lag mây ít nóng,1,1,5,xiaomi-mi-a1,xiaomi
13367,"Máy được thiết kế theo kiểu dáng mới nhất, trang bị cấu hình mạnh, nhưng giá hợp lý , cùng với trương trình khuyến mãi, pin máy rất cao sài rất lâu mới sạc lại.",1,1,5,xiaomi-redmi-5-plus,xiaomi
13368,Mình mới lấý máy Nokia 8 sáng nay. Máy đẹp. Cầm rất chắc tay. Sử dụng rất mượt. Rất đáng tiền bỏ ra.,1,1,5,nokia-8,nokia
13369,"sản phẩm này pin bền chữ to rõ nét. mua cho người lớn tuổi rất hợp lý, đặc biệt là loa nghe gọi rất to.",1,1,5,mobell-m389,mobell
13370,"Camera chụp nét, pin tôt, chơi game cũng được máy bèn nghe gọi tốt không có dâu hiêu gì vê mấy hết",1,1,5,iphone-5s-64gb,iphone
13371,Sản phẩm tốt. Máy ko bị nóng nếu sài những thứ đơn giản. Pin sài ổn định. Thích nhất là màn hình.,1,1,5,vsmart-live,vsmart
13372,Sản phẩm này rất ngon pin trâu game chiến mượt Sạc pin nhanh .vân tay nhảy loa ngoài to,1,1,5,xiaomi-redmi-5,xiaomi
13373,Sản phẩm nói chung ok trong tầm giá nhưng vân tay thì quá tệ độ sáng màn hình quá mờ. Khách quan vs giá này là ok r chơi game mượt k lag pin khá trâu,1,1,4,xiaomi-mi-a3,xiaomi
13374,Mới hốt em nó về đẹp khó cưỡng hài lòng khi mua e nó Nhân viên tư vấn nhiệt tình và thân thiệt,1,1,5,samsung-galaxy-note-9-512gb,samsung
13375,"Nếu so sánh với realme 5 pro thì ram không bằng, nhưng camera lại vượt trội hơn hẳn. Nói chung là ngang ngửa nhau",1,1,4,xiaomi-redmi-note-8-pro,xiaomi
13376,Sản phẩm dùng rất tốt pin khủng giá cả phù hợp Nhân viên phục vụ rất tốt. Chụp ảnh vào mạng rất ok,1,1,5,samsung-galaxy-j4,samsung
13377,"Camera tốt. Vân tay tạm, thiết kế đẹp. Tuyệt vời trong phân khúc 5 tr. Lại còn thêm cái âm thanh Dobly nữa.",1,1,5,nokia-6,nokia
13378,"Mua dùng dc 2 ngày, trừ cái vân tay lúc nhận lúc ko thì xài rất ổn, chơi game nặng mượt, pin cũng trâu, xài hỗn hợp vừa game vừa dùng các tác vụ hàng ngày thì dc tận 8 tiếng, nhân viên tư vấn cũng nhiệt tình.",1,1,4,samsung-galaxy-a70,samsung
13379,Máy mới mua sáng nay dùng ok lắm. Xài 3g hơn 1 tiếng máy chỉ ấm ấm thôi. Chưa thấy lỗi gì. Mở nhanh. Ngon! Hai chị nhân viên ở TGDĐ Tân Thạnh nhiệt tình lắm. Hỏng pjk tên tại mắc cỡ không dám nhìn lâu. Hj,1,1,5,oppo-f3-plus,oppo
13380,"Ngoại hình đẹp, xài ổn định. Bộ nhớ 256gb lưu thoải mái. Chỉ có camera chụp ảnh không đẹp lắm. Rất thích mi mix.",1,1,4,xiaomi-mi-mix,xiaomi
13381,"Mới hốt e đen hôm qua nói chung ngon nhất trong tầm giá. Nhanh và mượt, vân tay có thay đổi so với f1plus 1chạm nhanh đừng hỏi cực nhạy luôn đổi tư thế tay ẩm ướt vẫn nhận được,riêng con này thì bỏ mẹ đi cái nút nguồn vs chạm 2 lần. Pin để qua đêm 25% sáng còn 22% quá bá luôn pin online liên tục tổng hợp tầm 8h sạc pin vooc thì đừng hỏi rồi. Màn hình 6in con trai như mình thì không to quá vừa dùng chơi game xem phim đừng nghĩ. Cf mobi liên quân chiến ngon tất. Đó giờ không thích oppo mà lần này sp ngon thật. Cực hài lòng với sp oppo lần này 😁 Định hốt e s7s xanh blu mà ra trải nghiệm con này nó nhanh như kiểu chạm là vào chứ không thích cái hiệu ứng của samsung cứ chậm chậm sao sao. Chia sẻ cho ae nào có í định mua máy",1,1,5,oppo-f3-plus,oppo
13382,"mình mua điện thoại này sử dụng nghe gọi rất tốt, nghe to rõ. Nhưng nếu cỡ chữ to chút nữa thì tuyệt vời",1,1,5,nokia-230-khong-the,nokia
13383,Thiết kế đẹp .Cấu hình tuyệt vời trong tầm giá nhân viên tư vấn rất nhiệt tình. Ủng hộ thương hiệuNokia.,1,1,5,nokia-31-16gb,nokia
13384,"Máy chạy mượt , pin khỏe , chơi game mượt , giá hợp túi tiền, mình rất hài lòng khi sử dụng sản phẩm này.",1,1,4,xiaomi-redmi-note-4,xiaomi
13385,"sản phẩm tốt nhỏ gọn nhẹ pin trâu sóng khỏe bàn phím cực êm, nhân viên tư vấn nhiệt tình giá hợp lí nhưng ko có tai nghe",1,1,5,nokia-130,nokia
13386,Cái ip6plus t đang sài bị lổi r.. chơi game cứ out ra out ra .. sài đc tầm 4 tháng rồi càng sài càng chán quá trời,0,0,1,iphone-6-plus-16gb,iphone
13387,Dùng thì ngon nhưng sao để qua đêm bị mất 8 đến 10% bin là sao mặc dù đã tắt hết mạng,0,0,4,oppo-f9,oppo
13388,"chụp hình rất đẹp, bắt nét nhanh mà chụp cũng nhanh nữa. dùng mấy cái tùy chỉnh của mặc định thôi đã ưng ý rồi, thêm snow với 360 vào thì ảo tung chảo",1,1,5,huawei-p9,huawei
13389,"Máy nhìn quá đẹp,cảm biến vân tay nhạy,lên mạng nhanh,xem video trong và rõ,chụp hình ok ban đêm chụp vẫn đẹp,cấu hình ổn và mạnh nói chung là ok.",1,1,4,realme-3-32gb-kim-cuong-hong,realme
13390,"Mih múa máy này gần 5t rồi ,có nx như sau: mấy chạy ổn , pin tương đối trâu.chỉ tiếc lượt không được mượt cho lắm",1,1,4,oppo-a71-2018,oppo
13391,"Đánh giá về sản phẩm này, mình thấy máy hoạt động ổn định, cầm pin tốt, sử lý dữ liệu nhanh, camera rõ nét, nghe, nói rõ, mở khóa bằng vân tay rất tiện dụng...",1,1,4,samsung-galaxy-a8,samsung
13392,Tôi vừa mua máy tôi rất thích chơi game mượt pin trầu không nóng mấy rất thích sản phẩm vivo hơn samsung a50 nhiều dân cho 5 sao,1,1,5,vivo-v15,vivo
13393,cái máy này không hỗ trợ thẻ nhớ à mọi người dù có chỗ nhét vào nhưng không kết nối được,0,0,4,oppo-a39,oppo
13394,Tôi đã sử dụng Note 5 và Note 8.bây giờ nối tiếp là Note 10+ không thể chê vào đâu được. Càng khám phá càng tuyệt. Không uổng bỏ ra 27 triệu.tuy có tí không thõa mãn về độ nhạy của vân tay. Hy vọng có bản cập nhật vá lỗi nhỏ này,1,1,5,samsung-galaxy-note-10-plus,samsung
13395,"Sản phẩm xài khá tốt không có gì phải chê, nhân viên phục vụ tận tình khá chu đáo, xin cám ơn shop.",1,1,5,realme-2-pro-6gb-64gb,realme
13396,Tuyệt vời pin quá khỏe sd thoải mái đc 1 ngày. Chip tốt đáp ứng mọi nhu cầu. Camera du dùng. Đặt biệt e nó đã lên đc miui 9. Yeah,1,1,5,xiaomi-redmi-note-4,xiaomi
13397,"Chất lượng tuyệt vời k như mấy b cá trê nói. Pin sài lâu, k nóng máy, LQ max ch fps 60 - 61, khi k bật fps cao 30 - 32, máy mát, màn hình cực sáng, màu đẹp, tương phản tốt. Pubg max fps 29 - 30. Cảm ứng nhạy, đã đổi redmi 7 2gb ram sang dùng con này, nếu b nào k tin cứ đến trải nghiệm thử : v",1,1,5,samsung-galaxy-a10,samsung
13398,mới mua hôm nay thấy mẫu mã cũng đẹp không biết sau một thời gian thế nào.nên cho 4 sao nha 😁,1,1,4,oppo-a7,oppo
13399,Camera vô đối. Đây là ảnh ip8 plus thua xa 20 pr0. Quá tuyệt vời. Ip ko là đối thủ. Đã làm 1 căp.,1,1,5,huawei-mate-20-pro,huawei
13400,"chỉ với 3 triệu, bạn có 1 chiếc smartphone cao cấp với chip mediatek 6582, màn hình qHD, Ram 1Gb, camera 8Mp, chính là ốp bô Neo 7",0,0,1,oppo-neo-7,oppo
13401,"Sau một tháng sử dụng mình thấy sản phẩm này rất ok. Cấu hình mạnh, chơi game nặng mượt, camera rất ổn. Rất nhiều tính năng mới.",1,1,5,oppo-f7-128gb,oppo
13402,"Máy xài đc 1 tuần.nói chung tổng quan là ok.máy mạnh,game và giải trí ok.rất đáng tiền.lúc đầu phân vân mãi con này với M200 của ss.cuối cùng qđịnh đúng đắn.chỉ tiếc là camera ko đc đẹp cho lắm và lên pie cứ tưởng mở khóa khuôn mặt như iphone.ai dè... Xài vân tay ngon hơn",1,1,5,nokia-6-new-64gb,nokia
13403,"Nhìn ok, hiện đại theo xu thế, nhưng pin chưa được tối ưu tốt lắm, đủ xài trong 1 ngày cường độ cao. Chụp ảnh chân dung cam sau xoá phong quá nhiều luôn, không thích lắm. Bốn gốc màn hình bo hơi cong quá!",1,1,4,oppo-reno,oppo
13404,"sài được 4 thág. máy sài rất tốt nhé ae. pin chơi liên quân cả ngày k hết, vân tay nhận diện đìu rất nhạy, chụp hình rất ok nha. tính năg đa dag rất hay nha ae",1,1,5,xiaomi-redmi-note-6-pro-32gb,xiaomi
13405,Đang dùng Samsung rồi thấy e này ngon nên chuyển qua dùng thử. Quả k làm mình thất vọng.,1,1,5,huawei-y9-prime-2019,huawei
13406,"Máy tốt, chất lượng tuyệt vời tầm giá quyết định. Hiển thị đẹp ăn đứt mấy dòng sản phẩm của hàn quốc.",1,1,5,vivo-v11,vivo
13407,"Sản phẩm tốt.Dùng như s8. Thiết kế OK, 2Gb ram nhưng mượt mà. Mong thương hiệu này của VN phát triển",1,1,5,vsmart-joy-1-16gb,vsmart
13408,"Máy rất đẹp,giao nhanh nhân viên rất thân thiện. Mua chủ yếu để chuyển cuộc gọi khi đi đường khỏi lo bị giật ip nữa,kkk😄. Em nó đẹp hơn mong đợi nha",1,1,5,mobell-m889,mobell
13409,"Mua samsung để phục vụ công việc chứ không phải để chơi game, mua chơi game thì kiếm mấy cái điện thoại tàu mà xài. Pin tốt, sóng khỏe, camera đủ dùng, các tính năng cloud của nhà samsung vẫn hoạt động tuyệt vời.",1,1,5,samsung-galaxy-a6-2018,samsung
13410,Sản phẩm Nokia 3.2 mình đang dùng nói tóm là không làm mình thất vọng nhìu nhưng màng hình Nokia 3.2 này hơi tối so với samsung pin dung lượng lớn nhưng không cầm pin bằng samsung cùng phân khúc giá game tập kích không lắp hết màng hình chơi hơi khó chịu một chút nghe gọi to rỏ giống như tên gọi Nokia,1,1,3,nokia-32,nokia
13411,Khá ổn so với những máy cùg tầm giá Mẫu máy thiết kế đẹp chất lượng tốt hf ảnh chuẩn giống với quảng cáo 5* nhà,1,1,5,mobell-s61,mobell
13412,"Nói chung thi dung cũng ổn, lq mobi hay cf mobi cũng có hơi lag ti, có điều nhiều lúc bấm ko ăn..",1,1,4,mobiistar-x,mobiistar
13413,"Mua máy được 3 ngày máy ổn chơi game phải nói là quá mượt mà, có chương trình tăng tốc game chơi pubg không thấy lag kể cả khi nhảy dù hay vào khu đông ng. Có pin hơi tệ. Ngoại hình đẹp không thể chê được. Máy bắt 4g và wifi mạnh. Bắt 4g full vạch tháo sim lắp máy khác thì chỉ được 1 2 vạch.",1,1,4,xiaomi-mi-8-lite,xiaomi
13414,"Mới mua máy được 3 ngày. Máy thiết kế đẹp, dùng mượt mà, máy có loa kép nên âm thanh phát ra khá to và êm tai, còn về khoản pin thì sạc hơi lâu",1,1,5,iphone-7-plus,iphone
13415,"máy có thiết kế đẹp,màu sắc tươi...cấu hình mạnh, sử dụng mượt mà, camera chụp hình đẹp rõ nét",1,1,5,oppo-a83,oppo
13416,"Pin bền,chụp hình sáng, giao diện dễ sử dụng,xài 1 năm nhưng máy vẫn còn mượt,đáng giá tiền,",1,1,4,samsung-galaxy-j7-prime,samsung
